Name,Functional Group,Default
Destructional Void,Other,DV
Detached Turbinaria,Other,DET_TURB
Diadema_other_life,Other,diaoth
Discard,Other,*DIS
Diver,Other,DVR
Don't Know,Other,DK
Dots off,Other,DOF
Drink Bottles – Green,Other,DBGreen
Drink Bottles – Large (>5L),Other,DBLarge
Drink Bottles – Transparent,Other,DBTransp
Echinometra_other_life,Other,echoth
Echinostrephus_other_life,Other,ecsoth
Electrical tape,Other,E Tape
Embiotoca lateralis,Other,Ela
Empty Grain,Other,Egrain
EMPTY SPACE,Other,EMS
Empty wall space,Other,EWS
Encrusting biota unknow,Other,ENBU
Encrusting Organism on hard substrate,Other,EOHS
Encrusting Tunicate,Other,EncrTuni
Epiphyte on eelgrass,Other,EGEPI
exclude,Other,EX
Exposed Rock,Other,ERK
Feature Of Interest,Other,FOI
Fish,Other,FISH
Fish eggs,Other,FishEggs
Fishes: Bony Fishes,Other,BonyFish
Fishes: Elasmobranchs,Other,RaySkate
Fishing gear,Other,GEAR
Fish: Pomacanthus paru,Other,POMPAR
Fissure,Other,fiss
Floating Fishing Gear,Other,FFGear
Flounder,Other,Flou
Foraminifera,Other,Fora
Framer,Other,FRM
Fused Rubble,Other,FR
Fuzz,Other,Fuzz
Glue,Other,Glu
Grass,Other,W_GRS
gravel/small rubble_unstable_substrate,Other,gravus
Ground,Other,W_GRD
Helcogrammoides cunninghami,Other,diablillo
Hemigellius rudis,Other,Hemru
Hemilepidotus hemilepidotus,Other,Hhe
Hemilepidotus spinosus,Other,Hsp
Herbivory,Other,BITE
Hexagrammus decagrammos,Other,Hde
hidrozoa 1,Other,Hid1
Invert Housing,Other,InvertHaus
Jordania zonope,Other,Jzo
Joseph,Other,Joseph
Karen,Other,Karen
Lantana,Other,W_LAN
limestone_stable_substrate,Other,limess
Lobophytum sp.,Other,Loph
Macomona liliana,Other,MACO
Macroclymenella stewartensis,Other,M.Stew
Marine Debris,Other,MarDeb
Massive biota unknow,Other,MBU
Measuring Stick,Other,Meas
Microbial mats,Other,M.mats
Millepora 2,Other,MIL2
Mobile fauna,Other,Mobile
Motor Boat,Other,MB
Mud_silt,Other,Md_si
Myoxocephalus spp.,Other,MYO
NC_CA,Other,NCCA
Neofibularia nolitangere,Other,NeoNolit
NOAA/RSMAS,Other,UNI
No Data,Other,NODATA
No Detectable,Other,ND
No ID definitive,Other,NO_ID
Non-Bio,Other,Non-Bio
None,Other,NODB
Non-sample,Other,_NON
Not colonizable,Other,X
Not root,Other,NR
Obscured,Other,obscured
oceanic sand,Other,OS
Octocoral,Other,OCTO_
Off,Other,Off
offcameraspace,Other,DNUSE
off subject,Other,OFFsub
OOLITO,Other,OOD
Ophiodon elongatus,Other,Oei
Ophiuroidea_other_life,Other,ophoth
O_SPARE,Other,O_SPARE
O_TAPE,Other,O_TAPE
Other,Other,O
Other benthic,Other,OTHB
Other Containers,Other,OCont
other crustacean,Other,Crustoth
Other Floating Debris,Other,OFDebris
other_life,Other,othoth
"Other, mobile and manmade",Other,OTHN
Others,Other,OTH
Other soft Taiwan,Other,O_Soft_TWN
Other Turf,Other,OtTrf
Other Weed,Other,W_WED
OUT,Other,OUT
Out of quadrat,Other,OOQ
Outside frame canopy organism,Other,OTSD
Oxylebius pictus,Other,Opi
oyster byssus,Other,OY_bys
Palythoa caesia,Other,Pcae
Palythoa caribaeorum,Other,PCAR
Panulirus ornatus,Other,Panorn
Pauly_Label,Other,Ala
Perch,Other,Per
Pholis gunnelus,Other,PHOL
Pholis laeta,Other,Pla
Pholis spp.,Other,Pho
Phytichthys chirus,Other,Pch
Plastic Bags,Other,PBags
PLATE,Other,PLATE
Power head pump,Other,Pwrhd
PVC,Other,PVC
PVC Plate Background,Other,PPB
Recently Dead (LOF),Other,RDead
Rhinogobiops nicholsii,Other,Rni
rock_stable_substrate,Other,rockss
Ronquilus jordani,Other,Rjo
Rubble,Other,Rubble
Rubble/debris/shell hash,Other,RUBB
Rubbles,Other,Rubbles
rubble_unstable_substrate,Other,rubbus
Rubble with brown/red algae,Other,RBR
SailBoat,Other,SB
Sand / Rubble,Other,SaRub
Sand_unstable_substrate,Other,sandus
Sandy Turfy Biotic Matrix,Other,STBMat
Scalebar,Other,SclBar
Schizothrix,Other,Cyan red
Scopalina ruetzleri,Other,SR
Scorpaenichthys marmoratus,Other,Smr
Sculpin unidentified,Other,Scu
Scuzz,Other,Scz
Seagrass wrack,Other,SWra
Sebastes caurinus,Other,Sca
Sebastes emphaeus,Other,Sem
Sebastes flavidus,Other,Sfl
Sebastes maliger,Other,Sma
Sebastes melanops,Other,Smn
Sebastes nebulosus,Other,Sne
Sedges,Other,SEDG
Sediment Covered Limestone,Other,SedLim
SETUP,Other,SU
Shadow,Other,SHAD
Shadow_TWS,Other,shatws
Shallow Orange,Other,SHOR
silt_unstable_substrate,Other,siltus
Sinularia densa,Other,Sden
Skate,Other,skate
Skeleton,Other,SKE
Small Grain,Other,SGrain
Sponge disease,Other,SD
Sponge-like_with_Sediment,Other,UNK_WHITE
Sponge: other,Other,SO
Sponges: crusts: encrusting,Other,Sp_Cr_encr
Stable Substrata,Other,SS
Star picket,Other,PICKET
Steel Plate Background,Other,SPB
Stenopeltis sp.,Other,STENO
Substrate,Other,SUB
Substrate attached,Other,SUBA
Surrounding Environment,Other,SEnv
tag/frame/zspar etc,Other,TAG
TAPE,Other,TAPE
Tape_TWS,Other,taptws
Tautogolabrus adspersus,Other,TAU
terrigenous,Other,TSed
Terrigenous Organic Matter,Other,TOM
Tetra Pak,Other,TPak
Thin Biotic Matrix,Other,ThBMAT
Tile,Other,TILE
Tile + Sediment,Other,PVCSed
Time Stamp,Other,Ti-st
Transect hardware,Other,Transect
Trash,Other,Trash
Trash: Human Origin,Other,TSH
Tubuliporidae,Other,Tub
Turf algal sediment matrix,Other,TAS
Turf/Filamentous,Other,FUZ
Turfy Biotic Matrix,Other,TBMat
"Uknown, algae",Other,UnA
"Uknown, invert sessile",Other,UIS
Ulvaria subbifurcata,Other,ULV
Unclear,Other,Unc
Unconfirmed definate,Other,NoID
Unconfirmed ID: Expert Op Req,Other,NoID_ExpOp
Unconfirmed ID: TBD,Other,NoID_TBD
undefined sp5,Other,und5
Unidentified,Other,UNIden
Unidentified Fouling,Other,UnFoul
Unk Algae,Other,Unk_ Alg
Unknow-14,Other,UNK-14
Unknown,Other,Unk
Unknown 1,Other,U1
UNKNOWN-1,Other,UNK-1
unknown10,Other,un10
Unknown 10,Other,U10
Unknown 11,Other,U11
Unknown-11,Other,UNK-11
Unknown 12,Other,U12
Unknown-12,Other,UNK-12
Unknown 13,Other,U13
Unknown-13,Other,UNK-13
Unknown 14,Other,U14
Unknown-16,Other,UNK-16
Unknown-17,Other,UNK-17
Unknown-19,Other,UNK-19
Unknown 2,Other,U2
Unknown-21,Other,UNK-21
Unknown-22,Other,UNK-22
Unknown 3,Other,U3
Unknown 4,Other,U4
Unknown 5,Other,U5
Unknown 6,Other,U6
Unknown 7,Other,U7
Unknown 8,Other,U8
Unknown 9,Other,U9
Unknown invasive octocoral,Other,BlueIvy
Unknown Invert,Other,Unk_Inv
"Unknown, invert mobile",Other,UInMo
Unknown Moorea,Other,XX
"Unknown, other",Other,UOth
Unknown_RECHARGE,Other,??
Unknown sp6,Other,Unsp6
Unknown Sp. Orange Egg Mass,Other,UnOrEgg
Unknown_TWS,Other,unktws
Unknown_White_,Other,UNK_WHI
Unscorable,Other,Unscorable
Verrucaria,Other,Verrucaria
Wall,Other,Wall
Wand,Other,WAND
Wand_TWS,Other,wantws
Water,Other,WATER
Weight,Other,Wht
White Ascidian,Other,WhiAscid
White Background,Other,WHB
white band disease,Other,WBD
white coral,Other,Wco
White Coroplast Background,Other,WCB
white net,Other,whitenet
White Space,Other,IGNORE
Wire,Other,Wire
Worms: Filograna implexa,Other,Filoimp
Wrack,Other,WRACK
Yellow band disease,Other,YBD
Zip Tie,Other,Zip
51_articulated_calcareous_algae,Algae,AlAC
51_corticated_foliose_algae,Algae,AlCF
51_corticated_macrophytes_algae,Algae,AlCM
51_leathery_macrophytes_algae,Algae,AlLM
Acanthophora nayadiformis,Algae,Acantho
Acanthophora pacifica,Algae,ACPA
Acanthophora spicifera,Algae,ASPIC
Acetabularia spp.,Algae,ACET
Acrosiphonia spp.,Algae,ACRO
Actinotrichia fragilis,Algae,Acfrag
Actinotrichia sp.,Algae,Act_spe
A_CYAN,Algae,A_CYAN
Adenocystis utricularis,Algae,ADEN
Agardhiella sp.,Algae,Agar sp.
Agarum clathratum,Algae,Agarum
Agarum clathratum (canopy),Algae,ACC
Agarum clathratum (substratum),Algae,ACSUB
Agarum fimbriatum,Algae,AGFI
Ahnfeltiopsis concinna,Algae,ACONC
Alaria esculenta,Algae,Alaria
Alaria esculenta (canopy),Algae,AEC
Alaria esculenta (substratum),Algae,AES
Algae,Algae,Algae
Algae 1,Algae,Alg1
"Algae, branching calcareous",Algae,ABrCa
algae community,Algae,AL-CO
"Algae, corticated",Algae,ACor
"Algae, crustose calcareous",Algae,ACrCa
"Algae, crustose non-calcareous",Algae,ACN
"Algae, encrusting unidentified",Algae,ALEN
Algae (filamentous),Algae,AL_filam
"Algae, filamentous",Algae,AFil
Algae (fleshy),Algae,AL_fleshy
Algae (foliose),Algae,AL_fol
Algae: Large Visible Globules,Algae,MACR_GLOB
Algae matrix,Algae,AMAT
"Algae, microalge",Algae,AMicro
Algae: Other,Algae,ALGAE_OTH
algae others,Algae,AL
Algae-sp1,Algae,ALG-SP1
Algal Assemblage,Algae,AA
Algal Film,Algae,AgFl
A_MAL,Algae,A_MAL
Amansia glomerata,Algae,AmGl
Amansia rhodantha,Algae,Amrhod
Amphiroa beauvoisii,Algae,AmpBea
Amphiroa fragilissima,Algae,Amfrag
Amphiroa sp.,Algae,Amphi
Anadyomene stellata,Algae,Anastella
Anotrichium furcellatum,Algae,Anotrichiu
Antithamnion pectinatum,Algae,ANTP
A_OTH,Algae,A_OTH
Apophlaea,Algae,APO
ARMS-CREP-Blue-green macroalga,Algae,_BGMA
ARMS-CREP-Brown encrusting macroalgae,Algae,_BREN
ARMS-CREP-Brown upright macroalgae,Algae,_BRUP
ARMS-CREP-Dictyopteris/Dictyota spp,Algae,_DICO
ARMS-CREP-Green encrusting macroalgae,Algae,_GREN
ARMS-CREP-Green upright macroalgae,Algae,_GRUP
ARMS-CREP-Red encrusting macroalgae,Algae,_RDEN
ARMS-CREP-Red upright macroalgae,Algae,_RDUP
Articulate Calcareous Algae (ACA),Algae,ACA
Articulated Calcareous Macroalgae,Algae,ACM
Articulated coralline algae,Algae,ArtCA
Ascophyllum nodosum,Algae,ASCONOD
Ascoseira mirabilis,Algae,ASC.
Asparagopsis,Algae,Asparago
Asparagopsis armata,Algae,AspaArm
Asparagopsis_corticated_macrophyte,Algae,aspcom
Asparagopsis taxiformis,Algae,AspaTax
Asperococcus ensiformis,Algae,Asperococ
Asteronema breviarticulatum,Algae,ABREV
A-TAL,Algae,A-TAL
Avrainvillea,Algae,Avrainvil
Avrainvillea amadelpha,Algae,AVAM
Avrainvillea lacerata,Algae,Avr_lac
Avrainvillea longicaulis,Algae,AvrLo
Ballia callitricha,Algae,Baca
Bangiaceae (canopy),Algae,BANC
Bangiaceae (substratum),Algae,BANS
Beached Hypnea esperi,Algae,BleaHE
Benthic Microalgae on Sand,Algae,BMA_sand
Bifurcata,Algae,BIF
Black crust,Algae,BlackCru
Bladder Weed - Colpomenia sinuosa,Algae,COLPOMENIA
Bleached Acanthophora nayadiformis,Algae,BleacAcan
bleached algae,Algae,BleaAlg
bleached cca,Algae,B_CCA
Bleached cladophora,Algae,BleaCL
Bleached Crustose Coralline Algae,Algae,BCCA
Bleached Dictyota dichotoma,Algae,Bleadd
Bleached ellisolandia elongata,Algae,BleaEE
Bleached Jania rubens,Algae,BleacJR
bleached Laurencia papillosa,Algae,BleaLP
Bleached Padina pavonica,Algae,BleaPad
Bleached Palisada perforata,Algae,BleaPP
Bleached ulva,Algae,BleaU
Blue-Green Algae,Algae,BLGR
Blue-pink CCA,Algae,BpCCA
Boergesenia,Algae,boe
Boodlea,Algae,Boodlea
Boodlea kaeneana,Algae,Bokae
Bornetella sphaerica,Algae,BoSph
Bossiella Sp.,Algae,BOSp
Botrycladia occidentalis,Algae,Botryclad
Botryocladia pseudodichotoma,Algae,BOPS
Botryocladia Sp.,Algae,Bot
Botryocladia wynnei,Algae,Botryoclad
Branched algae,Algae,ALGbranch
Branching and calcareous algae,Algae,BRAN-CALC
Branching Coralline Algae,Algae,BranchCA
Branching pink CCA,Algae,pCCAb
Branching pink CCA on dead massive coral,Algae,BpCCAdmC
Bright red CCA,Algae,BrCCA
Brillo Spike Pad,Algae,BSP
Brown algae,Algae,BROA
"Brown algae, thin film",Algae,BRTF
"Brown algae, unidentified",Algae,BRUN
Brown CCA on dead columnar coral,Algae,/brCCAdcC
Brown CCA on dead encrusting coral,Algae,/brCCAdeC
Brown CCA on dead laminar coral,Algae,/brCCAdlC
Brown CCA on dead massive coral,Algae,/brCCAdmC
Brown Crust,Algae,B_crust
Brown encrusting alga,Algae,BEAA
brown encrusting algae,Algae,BEA
Brown fleshy algae,Algae,BrFlesAlg
Brown/Green Algal Crust,Algae,BGCrustAlg
Brown Macroalgae,Algae,BrownM
Brown turfing algae,Algae,BTA
Bryopsis hypnoides,Algae,BYHY
Bryopsis indica,Algae,Bi
Bryopsis pennata,Algae,Bry_pen
Bryopsis spp.,Algae,BrSpp
Bushy Dictyota,Algae,B_Dictyota
Bushy Dictyota w/ Sed,Algae,B_Dict_Sed
Bushy Macroalgae,Algae,BuM
Calcareous algae,Algae,CALG
Calcifying algae: Other,Algae,MACR_Cal_O
Calcifying calcareous crustose algae: DHC,Algae,CAL_CCA_DC
Calcifying Calcareous Crustose Algae: Rubble,Algae,CAL_CCA_RB
Calcifying Calcareous Crustose Algae: Sub,Algae,CAL_CCA_S
Calcifying macroalgae: Galaxaura spp.,Algae,MACR_Cal_G
Caldora penicillata,Algae,Cal_pen
Callophyllis spp.,Algae,CALL
Canistrocarpus cervicornis,Algae,CANI
Caulerpa,Algae,Caulerpa
Caulerpa brachypus,Algae,C brach
Caulerpa cupressoides,Algae,CAULcupre
Caulerpa filicoides,Algae,Cau_fil
Caulerpa lanuginosa,Algae,CAULlanugi
Caulerpa + Lobophora,Algae,CalLobo
Caulerpa peltata,Algae,Capel
Caulerpa pickeringii,Algae,Capic
Caulerpa prolifera,Algae,CAULprolif
Caulerpa racemosa,Algae,CauRac
Caulerpa racemosa var. lamourouxii,Algae,Cau_rac_la
Caulerpa serrulata,Algae,Cau_ser
Caulerpa sertualariodes,Algae,CASE
Caulerpa sertularioides,Algae,CAULsertul
Caulerpa spp.,Algae,CAUL.
Caulerpa taxifolia or similar,Algae,Ctax
Caulerpa verticillata,Algae,Cau_ver
Caulerpa webbiana,Algae,Cau_web
CCA/Bare Space,Algae,CCA_bare
CCA (crustose coralline algae),Algae,CCA
CCA + Dictyota,Algae,CCA_Dicty
CCA + Dictyota + Seds,Algae,CCADicSed
CCA_encrusting,Algae,CCA_enc
CCA growing on hard substrate,Algae,CCAH
CCA growing on rubble,Algae,CCA_Rub
CCA + Hypnea,Algae,CCA_Hyp
CCA + Hypnea + Seds,Algae,CCAHypSed
CCA + Jania,Algae,CCA_Jania
CCA + Jania + Seds,Algae,CCAJanSed
CCA on dead branching coral,Algae,/CCADBC
CCA on dead columnar coral,Algae,/CCADCC
CCA: On dead coral,Algae,*CCADHC
CCA on dead encrusting coral,Algae,/CCADEC
CCA on dead laminar coral,Algae,/CCADLC
CCA on dead massive coral,Algae,/CCADMC
CCA on other,Algae,CCAO
CCA + Palmophyllum,Algae,CCA+Palmo
CCA + Palmophyllum + Dictyota,Algae,CCAPalDict
CCA + Palmophyllum + Hypnea,Algae,CCAPalHyp
CCA + Palmophyllum + Jania,Algae,CCAPalJan
CCA + Palmophyllum + Red Turf,Algae,CCAPalRTur
CCA + Palmophyllum + Seds,Algae,CCAPalSed
CCA + Palmophyllum + Turf,Algae,CCAPalTurf
CCA + Red Turf,Algae,CCA_RTurf
CCA + Red Turf + Seds,Algae,CCA_RT_Sed
CCA + Sediment,Algae,CCASed
CCA + Turf,Algae,CCA_Turf
CCA + Turf + Dictyota,Algae,CCATurfDic
CCA + Turf + Dictyota + Sediment,Algae,CCATDicSed
CCA + Turf + Seds,Algae,CCA_Tu_Sed
CCA white to greenish,Algae,CCAG
Centroceras spp.,Algae,CeSpp
Ceramium sp.,Algae,Cermium
Ceramium virgatum (canopy),Algae,CVC
Ceramium virgatum (substratum),Algae,CVS
Ceratodictyon sp.,Algae,Ceratodict
Ceratodictyon variabile,Algae,CeratodicV
Chaetomorpha antennina,Algae,Chant
Chamaedoris peniculum,Algae,Chpe
Champia/Lomentaria,Algae,ChaLom
Champia parvula,Algae,ChPar
Chlorodesmis fastigiata,Algae,Chl_fas
Chlorodesmis sp.,Algae,Chlor
Chlorophyta,Algae,GREE
Chnoospora implexa,Algae,Chimp
Chnoospora minima,Algae,ChMi
Chondracanthus acicularis,Algae,Chondra
Chondracanthus exasperatus,Algae,CHEX
Chondria species,Algae,Chondsp
Chondrus_corticated_macrophyte,Algae,chocom
Chorda filum,Algae,CHO
Chrysemenia enteromorpha,Algae,ChryEnt
Chrysocystis fragilis,Algae,CyFa
Chrysophyta,Algae,CHRY
Chrysymenia ventricosa,Algae,Chrysy_ven
Clado,Algae,CLSE
Cladophora prolifera,Algae,ClaPro
Cladophora sp.,Algae,Cldph
Cladophora vagabunda,Algae,CLVA
Cladophoropsis adhaerens,Algae,C.adhaeren
Cladophoropsis luxurians,Algae,Cllux
Cladophoropsis membranacea,Algae,Clmem
Clathromorphum spp.,Algae,CLT
Clear algae?,Algae,clear
Clopomenia sinuosa,Algae,Cl si
Clumpy Brown Macroalgae,Algae,MacBrnClmp
Codium,Algae,Cod
Codium carolineaum,Algae,CodCar
Codium_corticated_macrophyte,Algae,codcom
Codium fragile,Algae,CodErc
Codium fragile ssp fragile (canopy),Algae,CODC
Codium fragile ssp fragile (substratum),Algae,CODS
Codium geppiorum,Algae,Cogep
Codium intertextum,Algae,CODintertx
Codium isthmocladum,Algae,CODisthmoc
Codium Reediae,Algae,Cod R
Codium setchellii,Algae,COSE
Codium taylorii,Algae,CODtaylor
Codium vermilara/fragile,Algae,codium
Coelothrix irregularis,Algae,CoIrr
Colpomenia peregrina,Algae,COP
Colpomenia sinuosa,Algae,ColSin
Colpomenia sinuosaa,Algae,Colp
Concr Calcária Viva,Algae,CCV
Concreção Calcária Morta,Algae,CCM
Concreção Calcária Viva,Algae,c
Corallin,Algae,Cor.
Corallina,Algae,Corall
Corallinaceae,Algae,Corallinac
corallinales,Algae,Coll
Corallina officinalis (canopy),Algae,COC
Corallina officinalis (substratum),Algae,COS
corals:Macroalga,Algae,MA**
Corticated Foliose Algae,Algae,CFOL_A
Corticated Foliose Macroalgae,Algae,CFM
Corticated Macrophytes,Algae,CMACRO_A
Costaria costata,Algae,COST
Cottoniella filamentosa/fusiformis,Algae,Cotton
Course filamentous turf,Algae,FILC
"Crab, unidentified",Algae,Cra
CRED-Blue-green macroalga,Algae,*BGMA
CRED-Brown macroalgae,Algae,*BRMA
CRED-Dictyopteris/Dictyota spp,Algae,*DICO
CRED-Encrusting macroalgae,Algae,*EMA
CRED-Green macroalgae,Algae,*GRMA
CRED-Red macroalgae,Algae,*RDMA
CRED-Upright macroalgae,Algae,*UPMA
CREP-T3a Acanthophora spp,Algae,*ACPH
CREP-T3a Amansia spp,Algae,*AMSP
CREP-T3a Boodlea spp,Algae,*BOOD
CREP-T3a Chlorodesmis spp,Algae,*CHLS
CREP-T3a Galaxaura spp,Algae,*GALS
CREP-T3a Ganonema/Liagora spp,Algae,*GALI
Crustose_algae,Algae,Crus_Algae
Crustose Algae,Algae,C_A
"Crustose Coralline Algae, Diseased",Algae,CCA_Dis
Crustose Corraline 1,Algae,CCR1
Crustose Corraline 2,Algae,CCR2
Crustose Corraline 3,Algae,CCR3
Crustose Corraline 4,Algae,CCR4
Crustose non-coralline algae,Algae,CNCA
Cryptonemia sp.,Algae,Crypnm
Cryptonemia spp.,Algae,CRYPT
Cryptopleura ruprechtiana,Algae,CRRU
Cualerpa,Algae,Cual
Curdiea racovitzae,Algae,CUR
Cyanobacteria on rock or other substrates,Algae,CYANO_Sub
Cyanobacteria smothering dead coral,Algae,CYANO_DHC
Cyanobacteria smothering rubble,Algae,CYANO_RB
Cystoseira babies-marina,Algae,Cyst_ab
Cystoseira compressa,Algae,Cystcom
Cystoseira sp,Algae,cysto
Cystosphaera jacquinotii,Algae,CYST
Damselfish turf + sediments,Algae,DTuf_Sed
Damsel turf,Algae,Dam turf
Dark Brown crust,Algae,DBCR
Dark yellow CCA,Algae,DyCCA
Dark yellow CCA on dead collumnar Coral,Algae,DyCCAdcC
Dark yellow CCA on dead encrustingCoral,Algae,/dyCCAdeC
Dark yellow CCA on dead laminar Coral,Algae,/dyCCAdlC
Dark yellow CCA on dead massive Coral,Algae,DyCCAdmC
Dasya sp,Algae,dasya
Dasycladus vermicularis,Algae,DASVE
Dead Acanthophora spicifera,Algae,DeAcnSp
Dead Acropora with sedimented turf,Algae,Dacrsed
Dead Acropora with sediment free turf,Algae,Dacr
dead corallina,Algae,DeCo
Dead Gorgonian,Algae,DG
Dead Halimeda,Algae,HaliDead
Dead Mans Finger - Codium Fragile,Algae,CODIUM.
Dead Pocillopora with sedimented turf,Algae,Dpocsed
Dead Pocillopora with sediment free turf,Algae,Dpoc
Deep-pink CCA,Algae,DpCCA
Deep pink CCA on dead massive coral,Algae,/dpCCAdmC
Delisea_corticated_macrophyte,Algae,delcom
Derbesia fastigiata,Algae,Der_fas
Derbesia tenuissima,Algae,Derb_ten
Dermonema_corticated_macrophyte,Algae,dercom
Desmarestia aculeata (canopy),Algae,DAC
Desmarestia aculeata (substratum),Algae,DASUB
Desmarestia anceps,Algae,DESANC
Desmarestia antarctica,Algae,DESANT
Desmarestia menziesii,Algae,DESMEN
Desmarestia munda,Algae,DEMU
Desmarestia sp.,Algae,DESM
Desmarestia viridis,Algae,DESV
Desmarestia viridis (canopy)),Algae,DVC
Desmarestia viridis (substratum),Algae,DVS
Detritus algal,Algae,Detr
Dichothrix sp.,Algae,Dich
Dichotomaria,Algae,Dicho
Dichotomaria_articulated_calcareous,Algae,dioart
Dichotomaria marginata,Algae,Dic_mar
Dichotomaria obtusata,Algae,Diobt
Dictyopteris,Algae,Dictyopter
Dictyopteris australis,Algae,Dicaus
Dictyopteris hoytii,Algae,DictHo
Dictyopteris membranacea,Algae,DictMem
Dictyosphaeria,Algae,Dictyosph
Dictyosphaeria cavernosa,Algae,DCav
Dictyosphaeria verluysii,Algae,DctVerluys
Dictyosphaeria versluysii,Algae,DVers
Dictyota,Algae,Dictyota
Dictyota bartayresiana,Algae,Dibar
Dictyota + CCA,Algae,DictCCA
Dictyota_corticated_foliose,Algae,diccof
Dictyota dichotoma,Algae,ddich
Dictyota divaricata,Algae,Didiv
Dictyota friabilis,Algae,Difri
Dictyota hamifera,Algae,Diham
Dictyota implexa,Algae,Diimp
Dictyota + Lobophora,Algae,DictLobo
Dictyota + Lobophora + Sediment,Algae,DicLoboSed
Dictyota + Red Filamentous + Sediment,Algae,DicRfilSed
Dictyota + Turf + Sediment,Algae,DicTurfSed
Dictyota with Sediment,Algae,DictySed
Digenea simplex,Algae,Dig_simp
Dilsea,Algae,Dil
Dissimularia umbraticola,Algae,Dumbra
Drift algae,Algae,DRIFT
Dry ulva,Algae,Dryulva
Dudresnaya,Algae,Dude
EAM: Dead Hard Coral,Algae,EAM_DHC
EAM: Rock or Substrate,Algae,EAM_Sub
EAM: with sediment,Algae,EAMsedi
Early Gametophyte,Algae,E GAM
Ectocarpus Lyngbye,Algae,Ectocarp
Ellisolandia elongata,Algae,Ellis
Encrsuting Fleshy Algae,Algae,_EFA
encrusting calcareous macroalgae sp 1,Algae,ECMsp1
encrusting calcareous macroalgae sp 2,Algae,ECMsp2
Encrusting Peysso,Algae,PeyEnc
Endolithic Algae on Rock,Algae,EdLtAlgRck
Enteromorpha flexuisa,Algae,ENFL
Epilithic algal matirx smotheting rubble,Algae,EAM_RB
Epiphytic algae,Algae,MAFE
Erect Rhodphyta,Algae,ERHD
Eucheuma_corticated_macrophyte,Algae,euccom
Eucheuma denticulatum,Algae,EDEN
Eucheuma isiforme,Algae,EuchIs
Fan Shape LOB/PAD,Algae,FS
Feldmannia sp.,Algae,Feld
Female Gametophyte,Algae,F GAM
Filamentous Macroalgae,Algae,MACR_Fil_A
Filamentous red algae,Algae,EFRA
Fine turf,Algae,FILF
Flabellia petiolata,Algae,Flbpet
fleshy seawed,Algae,FS*
Foliose Algae: Other,Algae,MACR_Fol_O
Foliose Algae SML,Algae,Al_Fol_Sm
Foliose CCA on Rubble,Algae,CCAFRub
Foliose Fan-shaped Macroalgae,Algae,MACR_Fol_F
Foliose feathery (e.g. Caulerpa),Algae,MA_Fol_Fea
Foliose Feathery Macro Algae,Algae,MACR_Fol_P
Foliose Macroalgae,Algae,FM
Foliose Peysso,Algae,PeyFol
Foliose Peysso on Rubble,Algae,PeyFRub
Foliose sheeting macroalage: (e.g Ulva),Algae,MACR_Fol_S
Foliose Strap/ Branched Macro Algae,Algae,MACR_Fol_B
Foliose strap/branched macroalgae: (e.g. Dict,Algae,M_Fol_BRA
Fucus distichus,Algae,FUCU
Fucus sp.,Algae,FUCUS
Fucus spiralis,Algae,FuSpir
Fucus vesiculosus,Algae,FUCVES
Galaxaura,Algae,Galaxaura
Galaxaura_articulated_calcareous,Algae,glaart
Galaxaura filamentosa,Algae,Gafil
Galaxaura gametophyte,Algae,galax-gane
Galaxaura rugosa,Algae,GalRug
Galaxaura spp.,Algae,Gaspp
Gelidiales,Algae,geli
Gelidiella Acerosa,Algae,G.A
Gelidiella pannosa,Algae,Gelidi
Gelidiella spp.,Algae,Gespp.
Gelidium spp,Algae,GLD
Georgiella confluens,Algae,GEOR
Gibsmithia hawaiiensis,Algae,Gihaw
Gibsmithia sp,Algae,Gibsm
Gigartina skottsbergii,Algae,GIGA
Gillidium,Algae,Gillidium
Gloiocladia laciniata,Algae,GLOI
Golden Algae,Algae,GOAL
Gooey Red Algae,Algae,GooRed
Gracelaria blodgettii,Algae,GraBlo
Gracilaria coronopifolia,Algae,GRCO
Gracilaria_corticated_macrophyte,Algae,gracom
Gracilaria mammalaris,Algae,GracMam
Gracilaria/Rhodymenia,Algae,GracRho
Gracilaria salicornia,Algae,GSAL
Gracilaria spp.,Algae,GRAC
Gracilaria verrucosa,Algae,Graci verr
Grazed or thin turf,Algae,Turf thin
Green algae - Caulerpa grape,Algae,GACG
Green algae - filamentous,Algae,FGA
Green algae: filamentous,Algae,filgreen
"Green algae, thin film",Algae,GRTF
"Green algae, unidentified",Algae,GRAL
Green encrusting alga,Algae,GEAA
Green encrusting algae,Algae,GEA
Green Fine Filamentous Algae,Algae,GreenFineF
Green fleshy algae,Algae,GFA
Green Macroalgae,Algae,GreenM
Green Rock,Algae,GrnRck
Green turfing algae,Algae,GTA
Halimeda,Algae,Halimeda
Halimeda_articulated_calcareouseous,Algae,halart
Halimeda cuneata,Algae,Hal_cun
Halimeda discoidea,Algae,HADI
Halimeda (disc sediments),Algae,9999
Halimeda dis_fra_gra_hed_opu_tun_vel,Algae,Hal_dfghot
Halimeda distorta,Algae,Hadis
Halimeda Fleshy Algae Mix,Algae,HalFA
Halimeda incrassata,Algae,Hainc
Halimeda incrassata_simulans,Algae,Hal_inc
Halimeda lacunalis_taenicola,Algae,Hal_lac
Halimeda macroloba,Algae,Hal_mac
Halimeda micronesica,Algae,Hal_mic
Halimeda minima,Algae,Hamin
