ROUNDID,MISSIONID,REGION,REGION_NAME,ISLAND,ISLANDCODE,SITE,LATITUDE,LONGITUDE,REEF_ZONE_CODE,REEF_ZONE,DEPTH_BIN,DEPTH_CODE,SITEVISITID,DATE_,OBS_DAY,OBS_MONTH,OBS_YEAR,SITE_MIN_DEPTH,SITE_MAX_DEPTH,HABITAT_CODE,HABITAT_TYPE,DIVER,BELTTRANSECTRUN,METHODNAME,TRANSECT,SEGMENT,SEGWIDTH,SEGLENGTH,NO_SURVEY_YN,COLONYID,TAXONCODE,MORPH_CODE,MORPHOLOGY,COLONYLENGTH,OLDDEAD,RECENTDEAD,RECENT_GENERAL_CAUSE_CODE,RECENT_SPECIFIC_CAUSE_CODE,RECENTDEAD_2,RECENT_GENERAL_CAUSE_CODE_2,RECENT_SPECIFIC_CAUSE_CODE_2,COND,COND_DESCRIPTION,EXTENT,SEVERITY,TAXONNAME,PHYLUM,CLASS,S_ORDER,FAMILY,GENUS_CODE,GENUS,SCIENTIFIC_NAME,RANK,APHIAID
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480029,POCS,BR,Branching,15,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480030,POCS,BR,Branching,21,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480031,POCS,BR,Branching,18,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480032,POCS,BR,Branching,13,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480033,ACSP,BR,Branching,18,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Acropora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,ACSP,Acropora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480034,MCUR,MD,Mounding,18,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480035,MCUR,MD,Mounding,5,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480036,MCUR,MD,Mounding,15,15,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480037,MCUR,MD,Mounding,16,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-899,-14.542687,-168.143183,FRF,Forereef,Mid,M,9559,03-MAY-16,3,5,2016,38,49,AGR,Aggregate Reef,HB,19820384,Coral Belt version e,1,5,1,2.5,0,480038,MOSP,EM,Encrusting (mounding),39,40,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478559,MCUR,EM,Encrusting (mounding),15,10,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,10,1,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478560,MCUR,MD,Mounding,8,40,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,10,1,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478561,MOSP,EM,Encrusting (mounding),37,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478562,POSP,EM,Encrusting (mounding),12,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478563,MOSP,EM,Encrusting (mounding),16,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478564,POSP,EM,Encrusting (mounding),16,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478565,POSP,EM,Encrusting (mounding),10,5,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,20,2,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478566,POSP,EM,Encrusting (mounding),17,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,40,1,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478567,POSP,EM,Encrusting (mounding),12,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478568,POCS,BR,Branching,37,0,1,DAMB,UNKN,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478569,POSP,EM,Encrusting (mounding),10,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478570,POSP,EM,Encrusting (mounding),17,10,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,40,1,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-887,-14.533982,-168.159145,FRF,Forereef,Mid,M,9552,01-MAY-16,1,5,2016,35,48,AGR,Aggregate Reef,MAR,19820300,Coral Belt version e,2,7,1,2.5,0,478571,POSP,EM,Encrusting (mounding),7,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478572,POSP,EM,Encrusting (mounding),26,30,20,DZGN,TLS,-9,.,.,BLE,Environmental / Thermal Bleaching,20,4,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478573,POSP,EM,Encrusting (mounding),10,5,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,95,3,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478574,POSP,EM,Encrusting (mounding),5,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,100,3,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478575,PMEA,BR,Branching,20,3,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478576,POSP,EM,Encrusting (mounding),9,5,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,95,3,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478577,POSP,MD,Mounding,12,10,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,90,3,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478578,LINC,EM,Encrusting (mounding),10,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,100,3,Leptoseris incrustans,Cnidaria,Anthozoa,Scleractinia,Agariciidae,LESP,Leptoseris,Leptoseris incrustans,Species,207279
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478579,PLOB,MD,Mounding,10,20,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,80,3,Porites lobata,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,Porites lobata,Species,207225
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478580,FUSP,FR,Disc - free living,10,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Fungia sp,Cnidaria,Anthozoa,Scleractinia,Fungiidae,FUSP,Fungia,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478581,PSSP,EM,Encrusting (mounding),22,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Psammocora sp,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,PSSP,Psammocora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478582,MOSP,EM,Encrusting (mounding),21,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478583,PSSP,EM,Encrusting (mounding),7,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Psammocora sp,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,PSSP,Psammocora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478584,POSP,EM,Encrusting (mounding),8,10,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,90,3,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478585,POCS,BR,Branching,5,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478586,MCUR,EM,Encrusting (mounding),6,20,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,80,3,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478587,MOSP,EM,Encrusting (mounding),10,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-867,-14.537608,-168.170918,FRF,Forereef,Mid,M,9551,01-MAY-16,1,5,2016,38,45,AGR,Aggregate Reef,HB,19820301,Coral Belt version e,2,3,1,1.1,0,478588,PSSP,EM,Encrusting (mounding),33,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Psammocora sp,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,PSSP,Psammocora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-856,-14.545775,-168.170843,FRF,Forereef,Deep,D,9554,02-MAY-16,2,5,2016,62,75,AGR,Aggregate Reef,FL,19820304,Coral Belt version e,1,1,1,2.5,0,478589,MCUR,EM,Encrusting (mounding),5,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-856,-14.545775,-168.170843,FRF,Forereef,Deep,D,9554,02-MAY-16,2,5,2016,62,75,AGR,Aggregate Reef,FL,19820304,Coral Belt version e,1,1,1,2.5,0,478590,LINC,EM,Encrusting (mounding),11,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,70,1,Leptoseris incrustans,Cnidaria,Anthozoa,Scleractinia,Agariciidae,LESP,Leptoseris,Leptoseris incrustans,Species,207279
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-856,-14.545775,-168.170843,FRF,Forereef,Deep,D,9554,02-MAY-16,2,5,2016,62,75,AGR,Aggregate Reef,FL,19820304,Coral Belt version e,1,1,1,2.5,0,478591,MCUR,EM,Encrusting (mounding),5,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,10,1,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-856,-14.545775,-168.170843,FRF,Forereef,Deep,D,9554,02-MAY-16,2,5,2016,62,75,AGR,Aggregate Reef,FL,19820304,Coral Belt version e,1,1,1,2.5,0,478592,MOSP,EM,Encrusting (mounding),49,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-856,-14.545775,-168.170843,FRF,Forereef,Deep,D,9554,02-MAY-16,2,5,2016,62,75,AGR,Aggregate Reef,FL,19820304,Coral Belt version e,1,1,1,2.5,0,478593,MOSP,EM,Encrusting (mounding),29,15,30,PRED,FISH,-9,.,.,BLE,Environmental / Thermal Bleaching,5,1,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478594,FSTE,EM,Encrusting (mounding),105,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478595,PVER,BR,Branching,29,5,10,DZGN,TLS,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora verrucosa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora verrucosa,Species,206954
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-856,-14.545775,-168.170843,FRF,Forereef,Deep,D,9554,02-MAY-16,2,5,2016,62,75,AGR,Aggregate Reef,FL,19820304,Coral Belt version e,1,1,1,2.5,0,478596,CCOL,EM,Encrusting (mounding),40,5,0,.,.,-9,.,.,TIN,Tube Worm Infestation,1,-9,Coscinaraea columna,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,COSP,Coscinaraea,Coscinaraea columna,Species,207256
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478597,PVER,BR,Branching,34,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora verrucosa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora verrucosa,Species,206954
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478598,PVER,BR,Branching,24,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora verrucosa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora verrucosa,Species,206954
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478599,MOSP,EM,Encrusting (mounding),65,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478600,POCS,BR,Branching,7,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478601,PEYD,BR,Branching,25,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora eydouxi,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora eydouxi,Species,206958
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478602,PVER,BR,Branching,14,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora verrucosa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora verrucosa,Species,206954
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478603,PVER,BR,Branching,19,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora verrucosa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora verrucosa,Species,206954
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478604,MCUR,MD,Mounding,23,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,MAR,19820306,Coral Belt version e,1,5,1,2.5,0,478605,FSTE,EM,Encrusting (mounding),12,10,0,.,.,-9,.,.,ALG,Algal Infection,30,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
