ROUNDID,MISSIONID,REGION,REGION_NAME,ISLAND,ISLANDCODE,SITE,LATITUDE,LONGITUDE,REEF_ZONE_CODE,REEF_ZONE,DEPTH_BIN,DEPTH_CODE,SITEVISITID,DATE_,OBS_DAY,OBS_MONTH,OBS_YEAR,SITE_MIN_DEPTH,SITE_MAX_DEPTH,HABITAT_CODE,HABITAT_TYPE,DIVER,BELTTRANSECTRUN,METHODNAME,TRANSECT,SEGMENT,SEGWIDTH,SEGLENGTH,NO_SURVEY_YN,COLONYID,TAXONCODE,MORPH_CODE,MORPHOLOGY,COLONYLENGTH,OLDDEAD,RECENTDEAD,RECENT_GENERAL_CAUSE_CODE,RECENT_SPECIFIC_CAUSE_CODE,RECENTDEAD_2,RECENT_GENERAL_CAUSE_CODE_2,RECENT_SPECIFIC_CAUSE_CODE_2,COND,COND_DESCRIPTION,EXTENT,SEVERITY,TAXONNAME,PHYLUM,CLASS,S_ORDER,FAMILY,GENUS_CODE,GENUS,SCIENTIFIC_NAME,RANK,APHIAID
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-417,19.29594048,166.5995221,FRF,Forereef,Deep,D,6517,17-MAR-14,17,3,2014,70,71,APS,Aggregate Patch Reefs,JDG,19811955,Coral Belt version e,1,1,1,2.5,0,364191,FMAT,MD,Mounding,13,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365605,PMEA,BR,Branching,17,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365606,FMAT,MD,Mounding,13,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365607,ACAS,EF,Encrusting (flat),11,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Acanthastrea sp,Cnidaria,Anthozoa,Scleractinia,Mussidae,ACAS,Acanthastrea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365608,MOSP,EM,Encrusting (mounding),73,50,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365609,MOSP,EC,Encrusting (columnar),7,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365610,MOSP,EC,Encrusting (columnar),24,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365611,MOSP,EM,Encrusting (mounding),8,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365612,MOSP,EM,Encrusting (mounding),16,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365613,MOSP,EM,Encrusting (mounding),27,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365614,MOSP,EC,Encrusting (columnar),13,3,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365615,MOSP,EM,Encrusting (mounding),20,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365616,MOSP,EM,Encrusting (mounding),14,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365617,MOSP,EM,Encrusting (mounding),8,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365618,MOSP,EC,Encrusting (columnar),11,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365619,MOSP,EC,Encrusting (columnar),5,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365620,MOSP,EM,Encrusting (mounding),13,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365621,MOSP,EM,Encrusting (mounding),59,40,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365622,MOSP,EM,Encrusting (mounding),27,35,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365623,MOSP,EM,Encrusting (mounding),26,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365624,POCS,BR,Branching,7,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365625,FMAT,MD,Mounding,7,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365626,PVAR,MD,Mounding,39,25,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pavona varians,Cnidaria,Anthozoa,Scleractinia,Agariciidae,PAVS,Pavona,Pavona varians,Species,207303
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365627,MOSP,EF,Encrusting (flat),12,3,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365628,MOSP,EM,Encrusting (mounding),29,3,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365629,ACAS,EF,Encrusting (flat),21,25,0,.,.,-9,.,.,DIS,Discolorations other than Bleaching,40,-9,Acanthastrea sp,Cnidaria,Anthozoa,Scleractinia,Mussidae,ACAS,Acanthastrea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365630,FMAT,MD,Mounding,24,15,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365631,GEDW,MD,Mounding,24,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Goniastrea edwardsi,Cnidaria,Anthozoa,Scleractinia,Faviidae,GONS,Goniastrea,Goniastrea edwardsi,Species,207466
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365632,MOSP,EM,Encrusting (mounding),95,15,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365633,POCS,BR,Branching,6,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365634,ACAS,EM,Encrusting (mounding),40,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Acanthastrea sp,Cnidaria,Anthozoa,Scleractinia,Mussidae,ACAS,Acanthastrea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812057,Coral Belt version e,1,3,1,2.5,0,365635,MONS,EM,Encrusting (mounding),10,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365636,FMAT,MD,Mounding,20,5,0,.,.,-9,.,.,DIS,Discolorations other than Bleaching,30,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365637,MOSP,EM,Encrusting (mounding),43,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365638,MONS,EM,Encrusting (mounding),29,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365639,MONS,EM,Encrusting (mounding),24,70,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365640,MOSP,EM,Encrusting (mounding),70,50,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365641,MOSP,EM,Encrusting (mounding),60,50,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365642,FMAT,MD,Mounding,23,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365643,MOSP,EM,Encrusting (mounding),48,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365644,MOSP,EM,Encrusting (mounding),50,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365645,POSP,MD,Mounding,118,15,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365646,FMAT,MD,Mounding,8,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365647,FMAT,MD,Mounding,15,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365648,FMAT,MD,Mounding,14,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365649,MOSP,EM,Encrusting (mounding),32,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365650,MOSP,EM,Encrusting (mounding),50,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365651,MOSP,EM,Encrusting (mounding),25,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365652,CYPS,EM,Encrusting (mounding),28,25,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Cyphastrea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,CYPS,Cyphastrea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365653,PMEA,BR,Branching,20,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365654,FMAT,MD,Mounding,20,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365655,MOSP,EM,Encrusting (mounding),33,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365656,MOSP,EM,Encrusting (mounding),60,70,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365657,MOSP,EM,Encrusting (mounding),17,3,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365658,MOSP,EM,Encrusting (mounding),42,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365659,MOSP,EM,Encrusting (mounding),19,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-404,19.31558297,166.6422175,FRF,Forereef,Mid,M,6534,18-MAR-14,18,3,2014,35,40,AGR,Aggregate Reef,HB,19812058,Coral Belt version e,1,5,1,2.5,0,365660,MOSP,EM,Encrusting (mounding),21,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
